Date,Open,High,Low,Close,Adj Close,Volume
2023-09-26,83.0282974243164,83.4021987915039,83.0353012084961,83.0282974243164,83.0282974243164,0
2023-09-27,83.29869842529297,83.31629943847656,83.1593017578125,83.29869842529297,83.29869842529297,0
2023-09-28,83.22270202636719,83.34480285644531,83.09850311279297,83.22270202636719,83.22270202636719,0
2023-09-29,83.19300079345703,83.22650146484375,83.00330352783203,83.19300079345703,83.19300079345703,0
2023-10-02,83.03479766845703,83.28790283203125,82.91519927978516,83.03479766845703,83.03479766845703,0
2023-10-03,83.3593978881836,83.36090087890625,83.1343002319336,83.3593978881836,83.3593978881836,0
2023-10-04,83.22979736328125,83.3302001953125,83.18229675292969,83.22979736328125,83.22979736328125,0
2023-10-05,83.44979858398438,84.6969985961914,83.18489837646484,83.44979858398438,83.44979858398438,0
2023-10-06,83.22489929199219,83.34130096435547,83.08439636230469,83.22489929199219,83.22489929199219,0
2023-10-09,83.12460327148438,83.33519744873047,83.07929992675781,83.12460327148438,83.12460327148438,0
2023-10-10,83.27030181884766,83.27030181884766,83.15599822998047,83.27030181884766,83.27030181884766,0
2023-10-11,83.25029754638672,83.32230377197266,83.11000061035156,83.25029754638672,83.25029754638672,0
2023-10-12,83.21800231933594,83.29989624023438,83.01920318603516,83.21800231933594,83.21800231933594,0
2023-10-13,83.26239776611328,83.29660034179688,83.07890319824219,83.26239776611328,83.26239776611328,0
2023-10-16,83.28230285644531,83.28250122070312,83.097900390625,83.28230285644531,83.28230285644531,0
2023-10-17,83.19950103759766,83.28109741210938,81.51699829101562,83.19950103759766,83.19950103759766,0
2023-10-18,83.26429748535156,83.30269622802734,83.19219970703125,83.26429748535156,83.26429748535156,0
2023-10-19,83.26860046386719,83.2927017211914,82.71900177001953,83.26860046386719,83.26860046386719,0
2023-10-20,83.12229919433594,83.19619750976562,83.01899719238281,83.12229919433594,83.12229919433594,0
2023-10-23,83.15979766845703,83.19039916992188,83.04049682617188,83.15979766845703,83.15979766845703,0
2023-10-24,83.02940368652344,83.09429931640625,82.9478988647461,83.02940368652344,83.02940368652344,0
2023-10-25,82.98780059814453,83.18730163574219,81.20500183105469,82.98780059814453,82.98780059814453,0
2023-10-26,83.1709976196289,83.27169799804688,83.14179992675781,83.1709976196289,83.1709976196289,0
2023-10-27,83.28250122070312,83.28939819335938,83.1416015625,83.28250122070312,83.28250122070312,0
2023-10-30,83.41339874267578,83.41339874267578,83.2239990234375,83.41339874267578,83.41339874267578,0
2023-10-31,83.29650115966797,83.33100128173828,83.2249984741211,83.29650115966797,83.29650115966797,0
2023-11-01,83.2771987915039,83.34929656982422,83.1978988647461,83.2771987915039,83.2771987915039,0
2023-11-02,85.19400024414062,83.32589721679688,83.17050170898438,85.19400024414062,85.19400024414062,0
2023-11-03,83.24729919433594,83.3280029296875,83.14540100097656,83.24729919433594,83.24729919433594,0
2023-11-06,83.15850067138672,83.25969696044922,82.97660064697266,83.15850067138672,83.15850067138672,0
2023-11-07,83.2228012084961,83.28089904785156,83.14450073242188,83.2228012084961,83.2228012084961,0
2023-11-08,83.23269653320312,83.31529998779297,83.1843032836914,83.23269653320312,83.23269653320312,0
2023-11-09,83.21769714355469,83.30909729003906,83.21869659423828,83.21769714355469,83.21769714355469,0
2023-11-10,83.31939697265625,83.52580261230469,83.23169708251953,83.31939697265625,83.31939697265625,0
2023-11-13,83.29889678955078,83.39910125732422,83.21820068359375,83.29889678955078,83.29889678955078,0
2023-11-14,83.19760131835938,83.33300018310547,82.90899658203125,83.19760131835938,83.19760131835938,0
2023-11-15,82.98159790039062,83.20590209960938,82.9219970703125,82.98159790039062,82.98159790039062,0
2023-11-16,83.18620300292969,83.26439666748047,82.99330139160156,83.18620300292969,83.18620300292969,0
2023-11-17,83.12030029296875,83.28369903564453,83.13639831542969,83.12030029296875,83.12030029296875,0
2023-11-20,83.29149627685547,83.41449737548828,83.20369720458984,83.29149627685547,83.29149627685547,0
2023-11-21,83.32219696044922,83.37079620361328,83.23699951171875,83.32219696044922,83.32219696044922,0
2023-11-22,83.345703125,83.34609985351562,83.25959777832031,83.345703125,83.345703125,0
2023-11-23,83.54830169677734,83.35379791259766,83.17829895019531,83.54830169677734,83.54830169677734,0
2023-11-24,83.34400177001953,83.4072036743164,83.29650115966797,83.34400177001953,83.34400177001953,0
2023-11-27,83.31449890136719,83.42859649658203,83.30850219726562,83.31449890136719,83.31449890136719,0
2023-11-28,83.364501953125,83.42250061035156,83.30599975585938,83.364501953125,83.364501953125,0
2023-11-29,83.41809844970703,83.41809844970703,83.25540161132812,83.41809844970703,83.41809844970703,0
2023-11-30,83.3302993774414,83.41130065917969,83.18699645996094,83.3302993774414,83.3302993774414,0
2023-12-01,83.35269927978516,83.36129760742188,83.2489013671875,83.35269927978516,83.35269927978516,0
2023-12-04,83.21859741210938,83.4541015625,83.19770050048828,83.21859741210938,83.21859741210938,0
2023-12-05,83.41709899902344,83.43160247802734,83.32879638671875,83.41709899902344,83.41709899902344,0
2023-12-06,83.31590270996094,83.37229919433594,83.28800201416016,83.31590270996094,83.31590270996094,0
2023-12-07,83.28959655761719,83.3917007446289,83.29280090332031,83.28959655761719,83.28959655761719,0
2023-12-08,83.35489654541016,83.4540023803711,81.0260009765625,83.35489654541016,83.35489654541016,0
2023-12-11,83.43009948730469,83.44100189208984,83.3572998046875,83.43009948730469,83.43009948730469,0
2023-12-12,83.34349822998047,83.42379760742188,83.33940124511719,83.34349822998047,83.34349822998047,0
2023-12-13,83.39600372314453,83.44259643554688,83.3468017578125,83.39600372314453,83.39600372314453,0
2023-12-14,83.2853012084961,83.36409759521484,83.24440002441406,83.2853012084961,83.2853012084961,0
2023-12-15,83.29660034179688,83.3302001953125,82.94219970703125,83.29660034179688,83.29660034179688,0
2023-12-18,83.04170227050781,83.15470123291016,82.9188003540039,83.04170227050781,83.04170227050781,0
2023-12-19,83.11119842529297,83.27420043945312,83.06500244140625,83.11119842529297,83.11119842529297,0
2023-12-20,83.09159851074219,83.22720336914062,83.03309631347656,83.09159851074219,83.09159851074219,0
2023-12-21,83.26719665527344,83.32969665527344,83.14199829101562,83.26719665527344,83.26719665527344,0
2023-12-22,83.13159942626953,83.27449798583984,83.04229736328125,83.13159942626953,83.13159942626953,0
2023-12-25,83.16500091552734,83.17230224609375,83.16500091552734,83.16500091552734,83.16500091552734,0
2023-12-26,83.17230224609375,83.2146987915039,83.10420227050781,83.17230224609375,83.17230224609375,0
2023-12-27,83.18280029296875,83.34919738769531,83.12120056152344,83.18280029296875,83.18280029296875,0
2023-12-28,83.26719665527344,83.33570098876953,83.1592025756836,83.26719665527344,83.26719665527344,0
2023-12-29,82.302001953125,83.25299835205078,82.70240020751953,82.302001953125,82.302001953125,0
2024-01-01,83.24859619140625,83.23799896240234,83.1500015258789,83.24859619140625,83.24859619140625,0
2024-01-02,83.20259857177734,83.34300231933594,83.1697998046875,83.20259857177734,83.20259857177734,0
2024-01-03,83.25700378417969,83.33370208740234,83.24620056152344,83.25700378417969,83.25700378417969,0
2024-01-04,83.31809997558594,83.36029815673828,83.20210266113281,83.31809997558594,83.31809997558594,0
2024-01-05,83.2406005859375,83.27159881591797,83.03500366210938,83.2406005859375,83.2406005859375,0
2024-01-08,83.19110107421875,83.189697265625,83.0282974243164,83.19110107421875,83.19110107421875,0
2024-01-09,83.05069732666016,83.1343994140625,83.02069854736328,83.05069732666016,83.05069732666016,0
2024-01-10,83.131103515625,83.18219757080078,82.95480346679688,83.131103515625,83.131103515625,0
2024-01-11,83.02559661865234,83.11000061035156,82.93329620361328,83.02559661865234,83.02559661865234,0
2024-01-12,83.07610321044922,83.09400177001953,82.77909851074219,83.07610321044922,83.07610321044922,0
2024-01-15,82.87210083007812,82.8949966430664,82.80999755859375,82.87210083007812,82.87210083007812,0
2024-01-16,82.8593978881836,83.1404037475586,82.82730102539062,82.8593978881836,82.8593978881836,0
2024-01-17,83.08899688720703,83.21399688720703,83.01750183105469,83.08899688720703,83.08899688720703,0
2024-01-18,83.17759704589844,83.1886978149414,83.0552978515625,83.17759704589844,83.17759704589844,0
2024-01-19,83.16059875488281,83.23079681396484,83.04199981689453,83.16059875488281,83.16059875488281,0
2024-01-22,83.12470245361328,83.18049621582031,83.0248031616211,83.12470245361328,83.12470245361328,0
2024-01-23,83.09510040283203,83.18099975585938,81.51370239257812,83.09510040283203,83.09510040283203,0
2024-01-24,83.22139739990234,83.22250366210938,83.07099914550781,83.22139739990234,83.22139739990234,0
2024-01-25,83.09760284423828,83.15039825439453,83.0780029296875,83.09760284423828,83.09760284423828,0
2024-01-26,83.14610290527344,83.18589782714844,83.0740966796875,83.14610290527344,83.14610290527344,0
2024-01-29,83.12129974365234,83.1613998413086,83.12210083007812,83.12129974365234,83.12129974365234,0
2024-01-30,83.1530990600586,83.21260070800781,83.09100341796875,83.1530990600586,83.1530990600586,0
2024-01-31,83.10970306396484,83.12560272216797,83.0009994506836,83.10970306396484,83.10970306396484,0
2024-02-01,83.05359649658203,83.0791015625,82.91190338134766,83.05359649658203,83.05359649658203,0
2024-02-02,82.92759704589844,83.03309631347656,82.81500244140625,82.92759704589844,82.92759704589844,0
2024-02-05,82.99929809570312,83.09100341796875,82.95469665527344,82.99929809570312,82.99929809570312,0
2024-02-06,83.10369873046875,83.06999969482422,82.9822998046875,83.10369873046875,83.10369873046875,0
2024-02-07,83.07060241699219,83.07769775390625,82.93599700927734,83.07060241699219,83.07060241699219,0
2024-02-08,83.01260375976562,83.0103988647461,82.89800262451172,83.01260375976562,83.01260375976562,0
2024-02-09,82.98529815673828,83.04759979248047,82.9209976196289,82.98529815673828,82.98529815673828,0
